name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed,is_legendary,generation,hidden_ability
espeon,https://pokeapi.co/api/v2/pokemon/196/,psychic,"synchronize, magic-bounce",65,65,60,130,95,110,False,generation-ii,magic-bounce
umbreon,https://pokeapi.co/api/v2/pokemon/197/,dark,"synchronize, inner-focus",95,65,110,60,130,65,False,generation-ii,inner-focus
murkrow,https://pokeapi.co/api/v2/pokemon/198/,"dark, flying","insomnia, super-luck, prankster",60,85,42,85,42,91,False,generation-ii,prankster
slowking,https://pokeapi.co/api/v2/pokemon/199/,"water, psychic","oblivious, own-tempo, regenerator",95,75,80,100,110,30,False,generation-ii,regenerator
misdreavus,https://pokeapi.co/api/v2/pokemon/200/,ghost,levitate,60,60,60,85,85,85,False,generation-ii,
unown,https://pokeapi.co/api/v2/pokemon/201/,psychic,levitate,48,72,48,72,48,48,False,generation-ii,
wobbuffet,https://pokeapi.co/api/v2/pokemon/202/,psychic,"shadow-tag, telepathy",190,33,58,33,58,33,False,generation-ii,telepathy
girafarig,https://pokeapi.co/api/v2/pokemon/203/,"normal, psychic","inner-focus, early-bird, sap-sipper",70,80,65,90,65,85,False,generation-ii,sap-sipper
pineco,https://pokeapi.co/api/v2/pokemon/204/,bug,"sturdy, overcoat",50,65,90,35,35,15,False,generation-ii,overcoat
forretress,https://pokeapi.co/api/v2/pokemon/205/,"bug, steel","sturdy, overcoat",75,90,140,60,60,40,False,generation-ii,overcoat
dunsparce,https://pokeapi.co/api/v2/pokemon/206/,normal,"serene-grace, run-away, rattled",100,70,70,65,65,45,False,generation-ii,rattled
gligar,https://pokeapi.co/api/v2/pokemon/207/,"ground, flying","hyper-cutter, sand-veil, immunity",65,75,105,35,65,85,False,generation-ii,immunity
steelix,https://pokeapi.co/api/v2/pokemon/208/,"steel, ground","rock-head, sturdy, sheer-force",75,85,200,55,65,30,False,generation-ii,sheer-force
snubbull,https://pokeapi.co/api/v2/pokemon/209/,fairy,"intimidate, run-away, rattled",60,80,50,40,40,30,False,generation-ii,rattled
granbull,https://pokeapi.co/api/v2/pokemon/210/,fairy,"intimidate, quick-feet, rattled",90,120,75,60,60,45,False,generation-ii,rattled
qwilfish,https://pokeapi.co/api/v2/pokemon/211/,"water, poison","poison-point, swift-swim, intimidate",65,95,85,55,55,85,False,generation-ii,intimidate
scizor,https://pokeapi.co/api/v2/pokemon/212/,"bug, steel","swarm, technician, light-metal",70,130,100,55,80,65,False,generation-ii,light-metal
shuckle,https://pokeapi.co/api/v2/pokemon/213/,"bug, rock","sturdy, gluttony, contrary",20,10,230,10,230,5,False,generation-ii,contrary
heracross,https://pokeapi.co/api/v2/pokemon/214/,"bug, fighting","swarm, guts, moxie",80,125,75,40,95,85,False,generation-ii,moxie
sneasel,https://pokeapi.co/api/v2/pokemon/215/,"dark, ice","inner-focus, keen-eye, pickpocket",55,95,55,35,75,115,False,generation-ii,pickpocket
teddiursa,https://pokeapi.co/api/v2/pokemon/216/,normal,"pickup, quick-feet, honey-gather",60,80,50,50,50,40,False,generation-ii,honey-gather
ursaring,https://pokeapi.co/api/v2/pokemon/217/,normal,"guts, quick-feet, unnerve",90,130,75,75,75,55,False,generation-ii,unnerve
slugma,https://pokeapi.co/api/v2/pokemon/218/,fire,"magma-armor, flame-body, weak-armor",40,40,40,70,40,20,False,generation-ii,weak-armor
magcargo,https://pokeapi.co/api/v2/pokemon/219/,"fire, rock","magma-armor, flame-body, weak-armor",60,50,120,90,80,30,False,generation-ii,weak-armor
swinub,https://pokeapi.co/api/v2/pokemon/220/,"ice, ground","oblivious, snow-cloak, thick-fat",50,50,40,30,30,50,False,generation-ii,thick-fat
piloswine,https://pokeapi.co/api/v2/pokemon/221/,"ice, ground","oblivious, snow-cloak, thick-fat",100,100,80,60,60,50,False,generation-ii,thick-fat
corsola,https://pokeapi.co/api/v2/pokemon/222/,"water, rock","hustle, natural-cure, regenerator",65,55,95,65,95,35,False,generation-ii,regenerator
remoraid,https://pokeapi.co/api/v2/pokemon/223/,water,"hustle, sniper, moody",35,65,35,65,35,65,False,generation-ii,moody
octillery,https://pokeapi.co/api/v2/pokemon/224/,water,"suction-cups, sniper, moody",75,105,75,105,75,45,False,generation-ii,moody
delibird,https://pokeapi.co/api/v2/pokemon/225/,"ice, flying","vital-spirit, hustle, insomnia",45,55,45,65,45,75,False,generation-ii,insomnia
mantine,https://pokeapi.co/api/v2/pokemon/226/,"water, flying","swift-swim, water-absorb, water-veil",85,40,70,80,140,70,False,generation-ii,water-veil
skarmory,https://pokeapi.co/api/v2/pokemon/227/,"steel, flying","keen-eye, sturdy, weak-armor",65,80,140,40,70,70,False,generation-ii,weak-armor
houndour,https://pokeapi.co/api/v2/pokemon/228/,"dark, fire","early-bird, flash-fire, unnerve",45,60,30,80,50,65,False,generation-ii,unnerve
houndoom,https://pokeapi.co/api/v2/pokemon/229/,"dark, fire","early-bird, flash-fire, unnerve",75,90,50,110,80,95,False,generation-ii,unnerve
kingdra,https://pokeapi.co/api/v2/pokemon/230/,"water, dragon","swift-swim, sniper, damp",75,95,95,95,95,85,False,generation-ii,damp
phanpy,https://pokeapi.co/api/v2/pokemon/231/,ground,"pickup, sand-veil",90,60,60,40,40,40,False,generation-ii,sand-veil
donphan,https://pokeapi.co/api/v2/pokemon/232/,ground,"sturdy, sand-veil",90,120,120,60,60,50,False,generation-ii,sand-veil
porygon2,https://pokeapi.co/api/v2/pokemon/233/,normal,"trace, download, analytic",85,80,90,105,95,60,False,generation-ii,analytic
stantler,https://pokeapi.co/api/v2/pokemon/234/,normal,"intimidate, frisk, sap-sipper",73,95,62,85,65,85,False,generation-ii,sap-sipper
smeargle,https://pokeapi.co/api/v2/pokemon/235/,normal,"own-tempo, technician, moody",55,20,35,20,45,75,False,generation-ii,moody
tyrogue,https://pokeapi.co/api/v2/pokemon/236/,fighting,"guts, steadfast, vital-spirit",35,35,35,35,35,35,False,generation-ii,vital-spirit
hitmontop,https://pokeapi.co/api/v2/pokemon/237/,fighting,"intimidate, technician, steadfast",50,95,95,35,110,70,False,generation-ii,steadfast
smoochum,https://pokeapi.co/api/v2/pokemon/238/,"ice, psychic","oblivious, forewarn, hydration",45,30,15,85,65,65,False,generation-ii,hydration
elekid,https://pokeapi.co/api/v2/pokemon/239/,electric,"static, vital-spirit",45,63,37,65,55,95,False,generation-ii,vital-spirit
magby,https://pokeapi.co/api/v2/pokemon/240/,fire,"flame-body, vital-spirit",45,75,37,70,55,83,False,generation-ii,vital-spirit
miltank,https://pokeapi.co/api/v2/pokemon/241/,normal,"thick-fat, scrappy, sap-sipper",95,80,105,40,70,100,False,generation-ii,sap-sipper
blissey,https://pokeapi.co/api/v2/pokemon/242/,normal,"natural-cure, serene-grace, healer",255,10,10,75,135,55,False,generation-ii,healer
raikou,https://pokeapi.co/api/v2/pokemon/243/,electric,"pressure, inner-focus",90,85,75,115,100,115,True,generation-ii,inner-focus
entei,https://pokeapi.co/api/v2/pokemon/244/,fire,"pressure, inner-focus",115,115,85,90,75,100,True,generation-ii,inner-focus
suicune,https://pokeapi.co/api/v2/pokemon/245/,water,"pressure, inner-focus",100,75,115,90,115,85,True,generation-ii,inner-focus
larvitar,https://pokeapi.co/api/v2/pokemon/246/,"rock, ground","guts, sand-veil",50,64,50,45,50,41,False,generation-ii,sand-veil
pupitar,https://pokeapi.co/api/v2/pokemon/247/,"rock, ground",shed-skin,70,84,70,65,70,51,False,generation-ii,
tyranitar,https://pokeapi.co/api/v2/pokemon/248/,"rock, dark","sand-stream, unnerve",100,134,110,95,100,61,False,generation-ii,unnerve
lugia,https://pokeapi.co/api/v2/pokemon/249/,"psychic, flying","pressure, multiscale",106,90,130,90,154,110,True,generation-ii,multiscale
ho-oh,https://pokeapi.co/api/v2/pokemon/250/,"fire, flying","pressure, regenerator",106,130,90,110,154,90,True,generation-ii,regenerator
celebi,https://pokeapi.co/api/v2/pokemon/251/,"psychic, grass",natural-cure,100,100,100,100,100,100,False,generation-ii,
treecko,https://pokeapi.co/api/v2/pokemon/252/,grass,"overgrow, unburden",40,45,35,65,55,70,False,generation-iii,unburden
grovyle,https://pokeapi.co/api/v2/pokemon/253/,grass,"overgrow, unburden",50,65,45,85,65,95,False,generation-iii,unburden
sceptile,https://pokeapi.co/api/v2/pokemon/254/,grass,"overgrow, unburden",70,85,65,105,85,120,False,generation-iii,unburden
torchic,https://pokeapi.co/api/v2/pokemon/255/,fire,"blaze, speed-boost",45,60,40,70,50,45,False,generation-iii,speed-boost
combusken,https://pokeapi.co/api/v2/pokemon/256/,"fire, fighting","blaze, speed-boost",60,85,60,85,60,55,False,generation-iii,speed-boost
blaziken,https://pokeapi.co/api/v2/pokemon/257/,"fire, fighting","blaze, speed-boost",80,120,70,110,70,80,False,generation-iii,speed-boost
mudkip,https://pokeapi.co/api/v2/pokemon/258/,water,"torrent, damp",50,70,50,50,50,40,False,generation-iii,damp
marshtomp,https://pokeapi.co/api/v2/pokemon/259/,"water, ground","torrent, damp",70,85,70,60,70,50,False,generation-iii,damp
swampert,https://pokeapi.co/api/v2/pokemon/260/,"water, ground","torrent, damp",100,110,90,85,90,60,False,generation-iii,damp
poochyena,https://pokeapi.co/api/v2/pokemon/261/,dark,"run-away, quick-feet, rattled",35,55,35,30,30,35,False,generation-iii,rattled
mightyena,https://pokeapi.co/api/v2/pokemon/262/,dark,"intimidate, quick-feet, moxie",70,90,70,60,60,70,False,generation-iii,moxie
zigzagoon,https://pokeapi.co/api/v2/pokemon/263/,normal,"pickup, gluttony, quick-feet",38,30,41,30,41,60,False,generation-iii,quick-feet
linoone,https://pokeapi.co/api/v2/pokemon/264/,normal,"pickup, gluttony, quick-feet",78,70,61,50,61,100,False,generation-iii,quick-feet
wurmple,https://pokeapi.co/api/v2/pokemon/265/,bug,"shield-dust, run-away",45,45,35,20,30,20,False,generation-iii,run-away
silcoon,https://pokeapi.co/api/v2/pokemon/266/,bug,shed-skin,50,35,55,25,25,15,False,generation-iii,
beautifly,https://pokeapi.co/api/v2/pokemon/267/,"bug, flying","swarm, rivalry",60,70,50,100,50,65,False,generation-iii,rivalry
cascoon,https://pokeapi.co/api/v2/pokemon/268/,bug,shed-skin,50,35,55,25,25,15,False,generation-iii,
dustox,https://pokeapi.co/api/v2/pokemon/269/,"bug, poison","shield-dust, compound-eyes",60,50,70,50,90,65,False,generation-iii,compound-eyes
lotad,https://pokeapi.co/api/v2/pokemon/270/,"water, grass","swift-swim, rain-dish, own-tempo",40,30,30,40,50,30,False,generation-iii,own-tempo
lombre,https://pokeapi.co/api/v2/pokemon/271/,"water, grass","swift-swim, rain-dish, own-tempo",60,50,50,60,70,50,False,generation-iii,own-tempo
ludicolo,https://pokeapi.co/api/v2/pokemon/272/,"water, grass","swift-swim, rain-dish, own-tempo",80,70,70,90,100,70,False,generation-iii,own-tempo
seedot,https://pokeapi.co/api/v2/pokemon/273/,grass,"chlorophyll, early-bird, pickpocket",40,40,50,30,30,30,False,generation-iii,pickpocket
nuzleaf,https://pokeapi.co/api/v2/pokemon/274/,"grass, dark","chlorophyll, early-bird, pickpocket",70,70,40,60,40,60,False,generation-iii,pickpocket
shiftry,https://pokeapi.co/api/v2/pokemon/275/,"grass, dark","chlorophyll, early-bird, pickpocket",90,100,60,90,60,80,False,generation-iii,pickpocket
taillow,https://pokeapi.co/api/v2/pokemon/276/,"normal, flying","guts, scrappy",40,55,30,30,30,85,False,generation-iii,scrappy
swellow,https://pokeapi.co/api/v2/pokemon/277/,"normal, flying","guts, scrappy",60,85,60,75,50,125,False,generation-iii,scrappy
wingull,https://pokeapi.co/api/v2/pokemon/278/,"water, flying","keen-eye, hydration, rain-dish",40,30,30,55,30,85,False,generation-iii,rain-dish
pelipper,https://pokeapi.co/api/v2/pokemon/279/,"water, flying","keen-eye, drizzle, rain-dish",60,50,100,95,70,65,False,generation-iii,rain-dish
ralts,https://pokeapi.co/api/v2/pokemon/280/,"psychic, fairy","synchronize, trace, telepathy",28,25,25,45,35,40,False,generation-iii,telepathy
kirlia,https://pokeapi.co/api/v2/pokemon/281/,"psychic, fairy","synchronize, trace, telepathy",38,35,35,65,55,50,False,generation-iii,telepathy
gardevoir,https://pokeapi.co/api/v2/pokemon/282/,"psychic, fairy","synchronize, trace, telepathy",68,65,65,125,115,80,False,generation-iii,telepathy
surskit,https://pokeapi.co/api/v2/pokemon/283/,"bug, water","swift-swim, rain-dish",40,30,32,50,52,65,False,generation-iii,rain-dish
masquerain,https://pokeapi.co/api/v2/pokemon/284/,"bug, flying","intimidate, unnerve",70,60,62,100,82,80,False,generation-iii,unnerve
shroomish,https://pokeapi.co/api/v2/pokemon/285/,grass,"effect-spore, poison-heal, quick-feet",60,40,60,40,60,35,False,generation-iii,quick-feet
breloom,https://pokeapi.co/api/v2/pokemon/286/,"grass, fighting","effect-spore, poison-heal, technician",60,130,80,60,60,70,False,generation-iii,technician
slakoth,https://pokeapi.co/api/v2/pokemon/287/,normal,truant,60,60,60,35,35,30,False,generation-iii,
vigoroth,https://pokeapi.co/api/v2/pokemon/288/,normal,vital-spirit,80,80,80,55,55,90,False,generation-iii,
slaking,https://pokeapi.co/api/v2/pokemon/289/,normal,truant,150,160,100,95,65,100,False,generation-iii,
nincada,https://pokeapi.co/api/v2/pokemon/290/,"bug, ground","compound-eyes, run-away",31,45,90,30,30,40,False,generation-iii,run-away
ninjask,https://pokeapi.co/api/v2/pokemon/291/,"bug, flying","speed-boost, infiltrator",61,90,45,50,50,160,False,generation-iii,infiltrator
shedinja,https://pokeapi.co/api/v2/pokemon/292/,"bug, ghost",wonder-guard,1,90,45,30,30,40,False,generation-iii,
whismur,https://pokeapi.co/api/v2/pokemon/293/,normal,"soundproof, rattled",64,51,23,51,23,28,False,generation-iii,rattled
loudred,https://pokeapi.co/api/v2/pokemon/294/,normal,"soundproof, scrappy",84,71,43,71,43,48,False,generation-iii,scrappy
exploud,https://pokeapi.co/api/v2/pokemon/295/,normal,"soundproof, scrappy",104,91,63,91,73,68,False,generation-iii,scrappy
makuhita,https://pokeapi.co/api/v2/pokemon/296/,fighting,"thick-fat, guts, sheer-force",72,60,30,20,30,25,False,generation-iii,sheer-force
hariyama,https://pokeapi.co/api/v2/pokemon/297/,fighting,"thick-fat, guts, sheer-force",144,120,60,40,60,50,False,generation-iii,sheer-force
azurill,https://pokeapi.co/api/v2/pokemon/298/,"normal, fairy","thick-fat, huge-power, sap-sipper",50,20,40,20,40,20,False,generation-iii,sap-sipper
nosepass,https://pokeapi.co/api/v2/pokemon/299/,rock,"sturdy, magnet-pull, sand-force",30,45,135,45,90,30,False,generation-iii,sand-force
skitty,https://pokeapi.co/api/v2/pokemon/300/,normal,"cute-charm, normalize, wonder-skin",50,45,45,35,35,50,False,generation-iii,wonder-skin
delcatty,https://pokeapi.co/api/v2/pokemon/301/,normal,"cute-charm, normalize, wonder-skin",70,65,65,55,55,90,False,generation-iii,wonder-skin
sableye,https://pokeapi.co/api/v2/pokemon/302/,"dark, ghost","keen-eye, stall, prankster",50,75,75,65,65,50,False,generation-iii,prankster
mawile,https://pokeapi.co/api/v2/pokemon/303/,"steel, fairy","hyper-cutter, intimidate, sheer-force",50,85,85,55,55,50,False,generation-iii,sheer-force
aron,https://pokeapi.co/api/v2/pokemon/304/,"steel, rock","sturdy, rock-head, heavy-metal",50,70,100,40,40,30,False,generation-iii,heavy-metal
lairon,https://pokeapi.co/api/v2/pokemon/305/,"steel, rock","sturdy, rock-head, heavy-metal",60,90,140,50,50,40,False,generation-iii,heavy-metal
aggron,https://pokeapi.co/api/v2/pokemon/306/,"steel, rock","sturdy, rock-head, heavy-metal",70,110,180,60,60,50,False,generation-iii,heavy-metal
meditite,https://pokeapi.co/api/v2/pokemon/307/,"fighting, psychic","pure-power, telepathy",30,40,55,40,55,60,False,generation-iii,telepathy
medicham,https://pokeapi.co/api/v2/pokemon/308/,"fighting, psychic","pure-power, telepathy",60,60,75,60,75,80,False,generation-iii,telepathy
electrike,https://pokeapi.co/api/v2/pokemon/309/,electric,"static, lightning-rod, minus",40,45,40,65,40,65,False,generation-iii,minus
manectric,https://pokeapi.co/api/v2/pokemon/310/,electric,"static, lightning-rod, minus",70,75,60,105,60,105,False,generation-iii,minus
plusle,https://pokeapi.co/api/v2/pokemon/311/,electric,"plus, lightning-rod",60,50,40,85,75,95,False,generation-iii,lightning-rod
minun,https://pokeapi.co/api/v2/pokemon/312/,electric,"minus, volt-absorb",60,40,50,75,85,95,False,generation-iii,volt-absorb
volbeat,https://pokeapi.co/api/v2/pokemon/313/,bug,"illuminate, swarm, prankster",65,73,75,47,85,85,False,generation-iii,prankster
illumise,https://pokeapi.co/api/v2/pokemon/314/,bug,"oblivious, tinted-lens, prankster",65,47,75,73,85,85,False,generation-iii,prankster
roselia,https://pokeapi.co/api/v2/pokemon/315/,"grass, poison","natural-cure, poison-point, leaf-guard",50,60,45,100,80,65,False,generation-iii,leaf-guard
gulpin,https://pokeapi.co/api/v2/pokemon/316/,poison,"liquid-ooze, sticky-hold, gluttony",70,43,53,43,53,40,False,generation-iii,gluttony
swalot,https://pokeapi.co/api/v2/pokemon/317/,poison,"liquid-ooze, sticky-hold, gluttony",100,73,83,73,83,55,False,generation-iii,gluttony
carvanha,https://pokeapi.co/api/v2/pokemon/318/,"water, dark","rough-skin, speed-boost",45,90,20,65,20,65,False,generation-iii,speed-boost
sharpedo,https://pokeapi.co/api/v2/pokemon/319/,"water, dark","rough-skin, speed-boost",70,120,40,95,40,95,False,generation-iii,speed-boost
wailmer,https://pokeapi.co/api/v2/pokemon/320/,water,"water-veil, oblivious, pressure",130,70,35,70,35,60,False,generation-iii,pressure
wailord,https://pokeapi.co/api/v2/pokemon/321/,water,"water-veil, oblivious, pressure",170,90,45,90,45,60,False,generation-iii,pressure
numel,https://pokeapi.co/api/v2/pokemon/322/,"fire, ground","oblivious, simple, own-tempo",60,60,40,65,45,35,False,generation-iii,own-tempo
camerupt,https://pokeapi.co/api/v2/pokemon/323/,"fire, ground","magma-armor, solid-rock, anger-point",70,100,70,105,75,40,False,generation-iii,anger-point
torkoal,https://pokeapi.co/api/v2/pokemon/324/,fire,"white-smoke, drought, shell-armor",70,85,140,85,70,20,False,generation-iii,shell-armor
spoink,https://pokeapi.co/api/v2/pokemon/325/,psychic,"thick-fat, own-tempo, gluttony",60,25,35,70,80,60,False,generation-iii,gluttony
grumpig,https://pokeapi.co/api/v2/pokemon/326/,psychic,"thick-fat, own-tempo, gluttony",80,45,65,90,110,80,False,generation-iii,gluttony
spinda,https://pokeapi.co/api/v2/pokemon/327/,normal,"own-tempo, tangled-feet, contrary",60,60,60,60,60,60,False,generation-iii,contrary
trapinch,https://pokeapi.co/api/v2/pokemon/328/,ground,"hyper-cutter, arena-trap, sheer-force",45,100,45,45,45,10,False,generation-iii,sheer-force
vibrava,https://pokeapi.co/api/v2/pokemon/329/,"ground, dragon",levitate,50,70,50,50,50,70,False,generation-iii,
flygon,https://pokeapi.co/api/v2/pokemon/330/,"ground, dragon",levitate,80,100,80,80,80,100,False,generation-iii,
cacnea,https://pokeapi.co/api/v2/pokemon/331/,grass,"sand-veil, water-absorb",50,85,40,85,40,35,False,generation-iii,water-absorb
cacturne,https://pokeapi.co/api/v2/pokemon/332/,"grass, dark","sand-veil, water-absorb",70,115,60,115,60,55,False,generation-iii,water-absorb
swablu,https://pokeapi.co/api/v2/pokemon/333/,"normal, flying","natural-cure, cloud-nine",45,40,60,40,75,50,False,generation-iii,cloud-nine
altaria,https://pokeapi.co/api/v2/pokemon/334/,"dragon, flying","natural-cure, cloud-nine",75,70,90,70,105,80,False,generation-iii,cloud-nine
zangoose,https://pokeapi.co/api/v2/pokemon/335/,normal,"immunity, toxic-boost",73,115,60,60,60,90,False,generation-iii,toxic-boost
seviper,https://pokeapi.co/api/v2/pokemon/336/,poison,"shed-skin, infiltrator",73,100,60,100,60,65,False,generation-iii,infiltrator
lunatone,https://pokeapi.co/api/v2/pokemon/337/,"rock, psychic",levitate,90,55,65,95,85,70,False,generation-iii,
solrock,https://pokeapi.co/api/v2/pokemon/338/,"rock, psychic",levitate,90,95,85,55,65,70,False,generation-iii,
barboach,https://pokeapi.co/api/v2/pokemon/339/,"water, ground","oblivious, anticipation, hydration",50,48,43,46,41,60,False,generation-iii,hydration
whiscash,https://pokeapi.co/api/v2/pokemon/340/,"water, ground","oblivious, anticipation, hydration",110,78,73,76,71,60,False,generation-iii,hydration
corphish,https://pokeapi.co/api/v2/pokemon/341/,water,"hyper-cutter, shell-armor, adaptability",43,80,65,50,35,35,False,generation-iii,adaptability
crawdaunt,https://pokeapi.co/api/v2/pokemon/342/,"water, dark","hyper-cutter, shell-armor, adaptability",63,120,85,90,55,55,False,generation-iii,adaptability
baltoy,https://pokeapi.co/api/v2/pokemon/343/,"ground, psychic",levitate,40,40,55,40,70,55,False,generation-iii,
claydol,https://pokeapi.co/api/v2/pokemon/344/,"ground, psychic",levitate,60,70,105,70,120,75,False,generation-iii,
lileep,https://pokeapi.co/api/v2/pokemon/345/,"rock, grass","suction-cups, storm-drain",66,41,77,61,87,23,False,generation-iii,storm-drain
cradily,https://pokeapi.co/api/v2/pokemon/346/,"rock, grass","suction-cups, storm-drain",86,81,97,81,107,43,False,generation-iii,storm-drain
anorith,https://pokeapi.co/api/v2/pokemon/347/,"rock, bug","battle-armor, swift-swim",45,95,50,40,50,75,False,generation-iii,swift-swim
armaldo,https://pokeapi.co/api/v2/pokemon/348/,"rock, bug","battle-armor, swift-swim",75,125,100,70,80,45,False,generation-iii,swift-swim
feebas,https://pokeapi.co/api/v2/pokemon/349/,water,"swift-swim, oblivious, adaptability",20,15,20,10,55,80,False,generation-iii,adaptability
milotic,https://pokeapi.co/api/v2/pokemon/350/,water,"marvel-scale, competitive, cute-charm",95,60,79,100,125,81,False,generation-iii,cute-charm
castform,https://pokeapi.co/api/v2/pokemon/351/,normal,forecast,70,70,70,70,70,70,False,generation-iii,
kecleon,https://pokeapi.co/api/v2/pokemon/352/,normal,"color-change, protean",60,90,70,60,120,40,False,generation-iii,protean
shuppet,https://pokeapi.co/api/v2/pokemon/353/,ghost,"insomnia, frisk, cursed-body",44,75,35,63,33,45,False,generation-iii,cursed-body
banette,https://pokeapi.co/api/v2/pokemon/354/,ghost,"insomnia, frisk, cursed-body",64,115,65,83,63,65,False,generation-iii,cursed-body
duskull,https://pokeapi.co/api/v2/pokemon/355/,ghost,"levitate, frisk",20,40,90,30,90,25,False,generation-iii,frisk
dusclops,https://pokeapi.co/api/v2/pokemon/356/,ghost,"pressure, frisk",40,70,130,60,130,25,False,generation-iii,frisk
tropius,https://pokeapi.co/api/v2/pokemon/357/,"grass, flying","chlorophyll, solar-power, harvest",99,68,83,72,87,51,False,generation-iii,harvest
chimecho,https://pokeapi.co/api/v2/pokemon/358/,psychic,levitate,75,50,80,95,90,65,False,generation-iii,
absol,https://pokeapi.co/api/v2/pokemon/359/,dark,"pressure, super-luck, justified",65,130,60,75,60,75,False,generation-iii,justified
wynaut,https://pokeapi.co/api/v2/pokemon/360/,psychic,"shadow-tag, telepathy",95,23,48,23,48,23,False,generation-iii,telepathy
snorunt,https://pokeapi.co/api/v2/pokemon/361/,ice,"inner-focus, ice-body, moody",50,50,50,50,50,50,False,generation-iii,moody
glalie,https://pokeapi.co/api/v2/pokemon/362/,ice,"inner-focus, ice-body, moody",80,80,80,80,80,80,False,generation-iii,moody
spheal,https://pokeapi.co/api/v2/pokemon/363/,"ice, water","thick-fat, ice-body, oblivious",70,40,50,55,50,25,False,generation-iii,oblivious
sealeo,https://pokeapi.co/api/v2/pokemon/364/,"ice, water","thick-fat, ice-body, oblivious",90,60,70,75,70,45,False,generation-iii,oblivious
walrein,https://pokeapi.co/api/v2/pokemon/365/,"ice, water","thick-fat, ice-body, oblivious",110,80,90,95,90,65,False,generation-iii,oblivious
clamperl,https://pokeapi.co/api/v2/pokemon/366/,water,"shell-armor, rattled",35,64,85,74,55,32,False,generation-iii,rattled
huntail,https://pokeapi.co/api/v2/pokemon/367/,water,"swift-swim, water-veil",55,104,105,94,75,52,False,generation-iii,water-veil
gorebyss,https://pokeapi.co/api/v2/pokemon/368/,water,"swift-swim, hydration",55,84,105,114,75,52,False,generation-iii,hydration
relicanth,https://pokeapi.co/api/v2/pokemon/369/,"water, rock","swift-swim, rock-head, sturdy",100,90,130,45,65,55,False,generation-iii,sturdy
luvdisc,https://pokeapi.co/api/v2/pokemon/370/,water,"swift-swim, hydration",43,30,55,40,65,97,False,generation-iii,hydration
bagon,https://pokeapi.co/api/v2/pokemon/371/,dragon,"rock-head, sheer-force",45,75,60,40,30,50,False,generation-iii,sheer-force
shelgon,https://pokeapi.co/api/v2/pokemon/372/,dragon,"rock-head, overcoat",65,95,100,60,50,50,False,generation-iii,overcoat
salamence,https://pokeapi.co/api/v2/pokemon/373/,"dragon, flying","intimidate, moxie",95,135,80,110,80,100,False,generation-iii,moxie
beldum,https://pokeapi.co/api/v2/pokemon/374/,"steel, psychic","clear-body, light-metal",40,55,80,35,60,30,False,generation-iii,light-metal
metang,https://pokeapi.co/api/v2/pokemon/375/,"steel, psychic","clear-body, light-metal",60,75,100,55,80,50,False,generation-iii,light-metal
metagross,https://pokeapi.co/api/v2/pokemon/376/,"steel, psychic","clear-body, light-metal",80,135,130,95,90,70,False,generation-iii,light-metal
regirock,https://pokeapi.co/api/v2/pokemon/377/,rock,"clear-body, sturdy",80,100,200,50,100,50,True,generation-iii,sturdy
regice,https://pokeapi.co/api/v2/pokemon/378/,ice,"clear-body, ice-body",80,50,100,100,200,50,True,generation-iii,ice-body
registeel,https://pokeapi.co/api/v2/pokemon/379/,steel,"clear-body, light-metal",80,75,150,75,150,50,True,generation-iii,light-metal
latias,https://pokeapi.co/api/v2/pokemon/380/,"dragon, psychic",levitate,80,80,90,110,130,110,True,generation-iii,
latios,https://pokeapi.co/api/v2/pokemon/381/,"dragon, psychic",levitate,80,90,80,130,110,110,True,generation-iii,
kyogre,https://pokeapi.co/api/v2/pokemon/382/,water,drizzle,100,100,90,150,140,90,True,generation-iii,
groudon,https://pokeapi.co/api/v2/pokemon/383/,ground,drought,100,150,140,100,90,90,True,generation-iii,
rayquaza,https://pokeapi.co/api/v2/pokemon/384/,"dragon, flying",air-lock,105,150,90,150,90,95,True,generation-iii,
jirachi,https://pokeapi.co/api/v2/pokemon/385/,"steel, psychic",serene-grace,100,100,100,100,100,100,False,generation-iii,
deoxys-normal,https://pokeapi.co/api/v2/pokemon/386/,psychic,pressure,50,150,50,150,50,150,False,generation-iii,
turtwig,https://pokeapi.co/api/v2/pokemon/387/,grass,"overgrow, shell-armor",55,68,64,45,55,31,False,generation-iv,shell-armor
grotle,https://pokeapi.co/api/v2/pokemon/388/,grass,"overgrow, shell-armor",75,89,85,55,65,36,False,generation-iv,shell-armor
torterra,https://pokeapi.co/api/v2/pokemon/389/,"grass, ground","overgrow, shell-armor",95,109,105,75,85,56,False,generation-iv,shell-armor
chimchar,https://pokeapi.co/api/v2/pokemon/390/,fire,"blaze, iron-fist",44,58,44,58,44,61,False,generation-iv,iron-fist
monferno,https://pokeapi.co/api/v2/pokemon/391/,"fire, fighting","blaze, iron-fist",64,78,52,78,52,81,False,generation-iv,iron-fist
infernape,https://pokeapi.co/api/v2/pokemon/392/,"fire, fighting","blaze, iron-fist",76,104,71,104,71,108,False,generation-iv,iron-fist
piplup,https://pokeapi.co/api/v2/pokemon/393/,water,"torrent, defiant",53,51,53,61,56,40,False,generation-iv,defiant
prinplup,https://pokeapi.co/api/v2/pokemon/394/,water,"torrent, defiant",64,66,68,81,76,50,False,generation-iv,defiant
